MassFeature_Column,KM1513-125m_A,KM1513-125m_B,KM1513-125m_C,KM1513-15m_A,KM1513-15m_B,KM1513-15m_C,KM1513-45m_A,KM1513-45m_B,KM1513-45m_C,KM1513-75m_A,KM1513-75m_B,KM1513-75m_C,S11C1_A,S12C1_A,S12C1_B,S13C1_A,S13C1_B,S14C1_A,S14C1_B,S14C1_C,S2C1_B,S2C1_C,S2C3_A,S4C1_A,S4C1_B,S4C1_C,S4C2_A,S4C2_B,S6C1_A,S6C1_B,S6C1_C,S6C2_A,S6C2_B,S7E41D100_1,S7E41D120_1,S7E41D140_1,S7E41D160_1,S7E41D180_1,S7E41D250_1,S7E41D30_1,S7E41D40_1,S7E41D60_1,S7E41D80_1,S8C1_A,S9C1_A,S9C1_B,S9C2_A,S9C2_B,U3_A,U3_B,U4_A,U4_B,U6_A,U6_B,U7_A,U7_B,U8_A,U8_B,U9_A,U9_B
I340.7615R6.69_CyanoAq_X_RP,1479632,1143850,1331175,22932,35641,30578,176313,278490,161732,944775,789113,1001223,22090,1474,0,0,2024,4486,5012,1811,128044,120923,7653740,274763,83929,12375,194028,42441,94594,28124,14845,183687,50085,12008,269417,11124,0,11221,5518,1929,4648,0,17292,9431,2884,12389,19542,3092,61104,8365,60875,2734,14829,4773,0,0,7940,4046,2068,11452
I345.0462R0.88_CyanoAq_X_RP,163728,97345,110273,498896,517905,458758,210154,227585,224115,243506,298023,228655,162266,442684,654831,120173,149160,29013,118475,82087,157166,95567,39142,112287,87261,52733,30138,118842,182447,58379,109871,111016,199119,8204,12771,43842,8071,25407,6866,346596,275552,115497,13431,71131,122612,221123,74523,57797,207842,291249,124439,190933,252787,338731,312036,100249,135668,415643,215470,224060
I345.6642R3.9_CyanoAq_X_RP,3165,25226,22817,0,0,0,0,0,0,0,0,123126,39142,600331,208118,4205,1649,0,9256,7648,85234,11032,0,0,0,3935,2139,2758,1442,113916,14156,8108,0,0,0,0,0,0,0,1000727,30331,0,0,136610,236287,12304,127526,141433,141304,72836,87094,8059,2526572,309242,488666,277168,758132,88705,121303,44678
I346.0564R12.06_HILICNeg_X_HILICNeg,9680968,5846382,21832798,33750496,30505878,21811082,11154056,12731968,11000658,16633577,15206055,16891282,2089214,621255,2101823,924271,1747402,0,203925,341808,7144364,6127267,3037784,3038355,1946255,3346950,1957905,3934445,7791587,3185085,6959755,1575855,4585671,0,0,0,0,1295225,0,31084850,18438514,3090779,352922,10159438,2366260,4134878,7657362,3111503,13567033,20380908,3974355,6114146,4175475,6347981,8337519,5732451,2504919,5216203,7131617,2182453
I346.1457R4.95_CyanoAq_X_RP,0,0,17870,0,0,0,0,0,0,0,0,64484,17940,516228,142738,0,0,1449,10897,6201,45191,0,0,0,0,1273,0,0,0,30946,1132,4397,3233,0,0,0,0,0,0,1202295,185975,0,0,163498,99848,6805,48638,57030,208215,167906,52819,3127,1128323,614832,1055650,85348,266732,167120,75348,4825
I347.1452R0.87_CyanoAq_X_RP,0,0,0,3864398,3402907,4125403,39376,54041,25457,21910,40747,49479,121287,1057499,1627267,133862,0,5586,0,59093,0,0,5052358,398221,145412,115661,1025099,56129,2429201,337832,556088,136881,845078,0,0,0,0,20331,0,7659071,954562,6898,6660,47963,38644,73717,261971,744702,611432,1235419,722299,1228848,1226783,221720,0,2169541,164818,256856,535782,438539
I370.6952R2.68_CyanoAq_X_RP,42200,54868,24649,34093,39651,6928,354351,407983,116968,85031,428387,1133770,634679,1707787,367867,7604,15873,1536,1610,1728,3815,40854,0,4627,1435,58749,5034,3430,113306,443103,164624,266283,159698,0,0,0,0,0,0,4469717,593175,0,0,1110430,1445210,276480,272233,342041,968834,640916,1019836,213296,1216322,2175393,3569663,516616,1229696,566323,288010,63822
I375.2136R4.1_CyanoAq_X_RP,0,0,0,34284,0,0,34801,31694,10784,10646,60610,636433,285735,1393681,138809,4497,13341,6138,0,9222,252870,150841,0,0,0,21659,0,5519,5260,236345,49252,130462,90902,0,0,0,0,0,0,1646980,67832,0,0,1073261,947977,55194,238368,178645,518441,343766,529310,66911,1050718,1561753,2097364,310288,625953,109779,139902,5855
I376.9346R7.43_HILICNeg_X_HILICNeg,0,0,0,0,0,0,0,0,0,0,0,0,14520877,10729598,16764371,14622899,4252387,3973639,7079862,11854853,4661067,6864397,8687719,6560475,10617278,13738534,13378919,5490302,19291512,23841222,23817312,10754323,12751425,0,0,0,0,0,0,0,0,0,0,23428228,6564608,10356574,25065622,21691856,30995218,36411500,12212554,25399620,7948232,20423016,18299868,21882176,9342545,22465154,13055208,7520116
I377.1459R4.24_CyanoAq_X_RP,117708,120854,129644,344163,297898,219018,119230,159839,111581,65753,90989,196062,306482,2032347,1205052,222339,298973,438410,342461,426627,33090,24909,3530,59707,77330,77263,169259,92231,81449,825560,249120,892023,282646,0,0,0,0,2984,0,131347,105183,1425,1436,317273,809430,230736,686008,529805,616136,626486,1380362,224386,1405878,771767,591872,203131,1335636,346350,252543,365154
I379.083R11.37_HILICNeg_X_HILICNeg,5612597,3273773,4228213,21818858,31655454,14214550,12832857,22218156,19491226,10383298,12766786,34901428,385418,1184956,1054303,2590248,1837472,2103152,1276087,1210033,2804213,2048268,1252331,2797715,1357707,2097769,1656461,2199203,1445143,1741559,1441306,8066164,1969120,63548,3430539,0,0,0,0,0,0,0,47458,199942,1634968,228792,769668,434492,3967993,5004726,5678584,2893552,13065841,7951248,1631960,9646815,10670760,9899152,11238042,8797593
I381.1828R4.47_CyanoAq_X_RP,0,0,0,0,0,0,0,0,0,0,0,186105,122034,1238172,549422,20862,35943,4659,0,21450,20873,2246,0,0,0,0,0,0,0,161202,20704,138933,11218,0,0,0,0,0,0,4475829,1193232,0,0,658449,852590,60376,671853,241455,572559,416906,385995,73581,454890,897714,3299023,286575,876220,324782,276668,16516
I386.0341R16.12_HILICNeg_X_HILICNeg,879769,772634,824762,1864440,1734936,955542,1915741,1806438,1709705,923833,1017182,1087413,759640,170281,962692,1022698,813262,884879,634984,779949,615706,1266417,170501,55195,341897,704319,726550,430319,794453,1172929,1144723,500136,968610,58582,50377,0,0,0,0,763970,164533,116703,0,1391532,685158,1403781,760590,718804,1180171,1499472,423665,665388,855784,1701368,1176643,563415,233604,829327,1533613,630179
I387.2256R2.2_HILICNeg_X_HILICNeg,120089,258161,306265,1578736,1545490,1326462,122509,76672,56188,121279,225344,983172,94401,388897,542279,296317,53269,130178,439500,636443,273040,333730,76608,0,47094,163407,98106,0,59351,243086,207790,68092,190037,0,0,0,0,0,0,507995,208172,0,0,473490,101534,51981,247621,151182,582295,695596,105841,111705,527385,678660,641518,293028,87877,492714,523837,226236
I401.241R2.14_HILICNeg_X_HILICNeg,397797,743330,741060,2203966,2443022,1966086,580032,207227,386942,219124,526590,1680760,109006,662390,864166,238422,16830,173299,796588,656740,538911,661663,1827360,1175309,29310,147706,84263,0,182789,326620,215379,49954,221627,0,0,0,0,0,0,701586,494774,0,0,924935,279682,261583,471367,120271,1393088,775772,22994,666798,545741,1001115,883172,530112,263214,777468,699879,426210
I404.7398R5.8_CyanoAq_X_RP,0,32243,12716,0,0,0,50092,63939,39836,9251,83634,161414,159624,621538,493777,0,0,0,4757,0,0,5515,0,0,0,0,0,0,0,45827,23880,5055,59424,0,0,0,0,0,0,263956,0,0,0,280157,130657,192977,69061,113208,115940,315407,137722,125537,190299,1220956,1924428,59533,161809,377696,56506,15530
I414.1624R0.94_CyanoAq_X_RP,1676588,971135,893613,759439,1131816,1010691,393938,572647,523888,765504,802862,1111840,127491,288734,460142,15860,129825,92143,81740,107006,385252,556494,428915,669401,466741,78502,86351,509330,690202,114160,92447,313235,575483,0,0,0,0,0,0,0,0,0,0,13917,51852,172168,32924,7323,353686,363563,221019,275914,161186,186876,116606,57345,309424,231165,346035,306454
I414.1638R9.08_HILICNeg_X_HILICNeg,2081506,1802381,2401521,3954236,4868306,3943555,1093199,1367338,1037758,1488166,1539482,2534320,294678,5911011,7315567,1198433,707019,1327899,1140773,4460048,1371811,996609,221964,0,853077,2775232,1202567,278956,4330996,7699555,6089615,3402852,2088515,0,0,0,0,0,0,0,0,0,0,344827,458074,131845,437001,568806,8277973,12241020,3922431,3037084,3352441,3899885,2701221,3436820,2699440,4743198,6523341,1998306
I416.1778R9.11_HILICPos_X_HILICPos,15562266,10104265,13285446,28748156,33608548,23770306,8837960,10896991,8622253,10424008,9569394,15730208,665509,11920638,14454515,2809426,2311456,3486853,2479782,8242623,2616722,2028183,697033,198588,1733141,4124135,2870482,949327,9460440,14640882,13380789,10303541,4029603,0,0,0,0,0,0,1554352,576038,84550,0,950001,2205537,508803,1627080,1652987,19360560,22814842,7926226,6402963,9386437,8557600,4966460,8671182,7122974,9852010,14195138,4692244
I416.178R0.93_CyanoAq_X_RP,2106805,1679421,1767916,2898047,3117913,3155861,799266,770962,659843,1513153,1429842,1854657,44545,2206533,3363875,170223,457129,545474,518960,784089,434487,340831,62323,64943,386656,372537,197089,250391,1483734,878596,918884,1562914,958200,0,0,0,0,0,0,0,0,0,0,52756,327234,92210,71409,98135,2096172,2676735,1342491,1162000,1409268,1347758,876400,492669,1038982,1953245,1527677,833915
I419.6799R6.47_CyanoAq_X_RP,21951,101619,136562,19714,8020,1033,22908,35276,11024,0,31318,243802,260251,1368992,824675,13231,20813,0,10375,10040,8793,30899,0,0,0,19363,0,0,0,163766,69853,99457,50453,0,0,0,0,0,0,51056,8803,0,0,452784,147310,121188,460031,243445,363990,550870,365103,58713,1783,229012,63521,514232,674275,236483,168627,46504
I424.2081R2.64_CyanoAq_X_RP,0,0,5533,41306,39221,40401,18173,60973,12272,6489,38763,87158,124708,683797,676542,4694,6958,0,0,0,0,0,0,0,0,6556,2914,0,14561,104814,40219,41030,13460,0,0,0,0,0,0,332121,104927,0,0,123173,88679,59550,102055,89932,247644,332493,278483,133213,169064,314754,694412,112922,257588,181168,156661,15878
I429.1257R12.32_HILICNeg_X_HILICNeg,51780,0,170353,14342213,16137646,12114895,5516805,6943826,5482490,2962911,3514996,5401902,10335,53863,136203,1450207,1181254,574038,655099,767535,98141,478889,1039381,2188185,1352592,2243043,2543894,2769596,103306,50750,73314,583119,392633,0,0,0,0,0,0,0,0,0,0,0,0,0,36314,14108,435620,585710,80827,263064,98588,125195,43222,258444,27340,297514,255016,70961
I455.1888R6.34_HILICPos_X_HILICPos,7500,0,0,139122,123393,62933,15085,6212,10478,68915,73979,60970,3729487,67748408,34590340,30691978,6762139,40137256,27966942,23870338,2694169,2459593,1415275,3107435,1377185,3967805,3646235,3543373,1619279,4794449,2897542,5966304,3453835,26136,203091,153870,1296769,168654,0,6833653,9853017,684570,118709,4170263,2119566,1895822,6039208,4479517,8430931,13926250,1599467,1280983,5033526,11903670,5584922,3204560,5476221,18915830,3052664,2399303
I459.2336R3.77_CyanoAq_X_RP,0,0,0,0,0,0,0,0,0,0,0,101942,100558,1066877,896406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83776,15672,21550,10651,0,0,0,0,0,1330,696653,0,0,0,141954,115267,87454,175178,59144,269348,229185,272376,53522,0,603716,1294497,48218,498578,515508,441537,180737
I470.2256R5.55_CyanoAq_X_RP,0,0,0,6399,5760,0,15082,12872,8524,4928,17685,84263,240562,644963,1491880,1487,0,0,0,0,0,1590,0,2506,1631,7672,0,1729,11227,42217,6697,4711,54650,0,0,0,0,0,0,274338,4940,0,0,64700,0,86171,27282,0,306886,574345,221120,173973,1722,471258,721521,25226,172044,521763,333020,60122
I479.1923R4.35_HILICPos_X_HILICPos,1450734,1369793,2595026,6029565,6204062,4429477,2241552,2822107,2334828,1687772,2737373,6429855,15533575,20129964,24272608,17277960,17167154,18120026,16547519,21203202,7392830,8794229,1822081,3635506,4950560,12203356,6700151,4872148,8424772,18450546,5482368,22841928,7304383,715182,1675966,899744,1246803,1425088,1678075,36422788,29820740,16010263,3279705,19358308,18120608,19196446,17890548,13201524,14868194,30839624,16906842,16483387,16440941,37914468,28587632,12561757,27054608,42562868,16100499,19345696
I479.7914R1.79_HILICNeg_X_HILICNeg,183826,348748,469728,10302772,12611677,15458422,2142231,1179456,1761932,893034,1363290,1303434,0,86180,104238,2188429,1229904,713471,1835169,2380572,341010,741769,277992,0,1053933,1518903,1601658,486523,50810,210156,175822,694841,906585,0,0,0,0,0,0,1400819,73359,0,0,483296,0,0,0,0,809502,996157,0,0,0,0,0,242536,0,185393,397531,87569
I495.0783R2.22_HILICNeg_X_HILICNeg,0,0,0,313676,684767,559460,0,0,0,0,0,0,0,0,0,926184,718745,136452,502106,608706,57067,156210,0,875913,903793,1206319,1231315,1246549,0,0,10626,66846,196667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14865,0,52237,106776,0,0,0,0,0,0,0,0
I511.2407R3.6_CyanoAq_X_RP,220318,519799,473100,24404,35020,25728,76340,89777,36613,23448,92481,227734,338295,1278624,317998,0,0,0,0,0,95008,1969,0,0,0,40205,3741,4647,106082,357108,135558,113214,23432,0,0,0,0,0,0,1458553,385123,0,0,397158,452853,100858,184249,320153,910916,611031,698090,220912,2390602,290712,1141882,832586,932541,249166,247371,55513
I533.0521R2.2_HILICNeg_X_HILICNeg,0,0,0,1860604,2576848,2037290,45431,66824,56890,12145,100046,195425,0,0,0,2815164,2580575,967563,1311101,1638467,170727,301356,0,1316328,1271029,1778658,2426986,3317135,0,0,0,0,61639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77282,0,10552,0,0,0,13914,0,0
I548.2723R4.91_CyanoAq_X_RP,971863,813991,855255,0,0,0,0,0,0,0,5298,0,834337,18999,40601,1149,2264,0,0,1839,0,0,0,2095,0,0,0,0,15895,17569,19710,15430,57156,41220,15474,6826,3858,0,6098,281650,266979,89271,86779,668997,488951,750719,679840,576388,48764,64157,105027,135977,23854,323910,450487,227773,224987,291131,93066,83396
I567.4317R6.29_CyanoAq_X_RP,576213,456328,512005,0,1136,0,56530,89274,63583,187892,160053,178710,1600,0,0,1718,0,0,0,1355,15148,28469,4095300,383206,3775,3038,23254,0,49007,1944,1143,4379,4199,0,23884,1925,0,0,0,7373,4048,0,0,0,8425,1719,3465,0,21845,0,0,1758,6848,0,0,1449,5289,2211,0,2064
I575.1679R5.3_CyanoAq_X_RP,0,0,0,19086,22577,21865,982,1060,0,0,0,0,135881,72904,74861,1444,0,1897,0,1822,0,0,0,2888,1804,5317,3979,12563,19135,27135,28990,34418,34132,0,0,0,0,0,0,0,0,0,0,147293,217697,207416,530463,125180,211420,158248,685848,688259,430694,446887,217165,58066,178549,666379,51317,13519
I577.1657R5.3_CyanoAq_X_RP,0,0,0,19976,26049,25193,0,0,0,0,0,1556,126995,74780,69176,1148,0,0,0,1218,1673,3687,0,1829,0,9806,3998,7919,22831,27124,24177,28252,36244,0,0,0,0,0,0,0,0,0,0,149286,227664,186612,541041,130693,222538,148372,701250,720068,396208,429308,202533,47950,171674,645085,42170,17474
I589.2805R5.44_CyanoAq_X_RP,0,14782,11852,0,0,0,118488,112777,49359,44658,83846,220392,174624,273384,403779,1161,0,1815,0,0,0,4180,0,4014,4320,3306,3622,1595,52446,73925,67199,33604,126162,0,1573,0,0,1881,0,52258,0,4557,0,98041,69428,151812,89290,97409,198145,230465,97459,144859,233734,630552,709243,236786,192863,314235,131530,61404
I605.3175R6.37_CyanoAq_X_RP,0,0,0,10537,0,0,34943,54697,26042,30862,75853,168147,156529,542957,170811,0,0,0,0,2238,0,6392,0,0,0,0,0,0,16397,80623,37687,13888,17231,0,0,0,0,0,0,1302869,41952,1724,0,280778,72213,78034,118933,128399,163770,156062,72989,46872,1845,881579,786326,415759,243585,330558,51356,13399
I606.0756R12.98_HILICNeg_X_HILICNeg,1278546,763776,1897769,4176948,3623765,2576481,1735034,2517320,1976781,1903572,1920978,2867492,1016056,1018786,837307,658009,404463,479493,625131,651543,682125,507295,484782,412739,372364,503892,502664,377323,741929,961882,1008364,1139154,834248,0,0,0,0,0,0,3024750,2383251,0,0,2022960,1442799,1058548,1816620,1099005,2272228,3111789,776352,783724,1786927,2111571,1907523,1373671,1213917,1474394,1820076,653287
I620.9939R2.17_HILICNeg_X_HILICNeg,0,0,0,931059,1366395,1058683,522841,602260,645534,95621,441070,596274,293431,814472,898656,5445847,5852223,2794210,3853753,4902204,1335412,1598571,0,5445923,5091457,7517184,2664362,4743423,470380,469995,201968,2694454,3119942,0,0,0,0,0,0,62981,0,0,0,324160,0,43657,252846,62876,839330,757924,995188,1259411,460188,654866,466998,0,371708,1005035,236529,128726
I622.9911R2.17_HILICNeg_X_HILICNeg,0,0,0,840167,1316836,1093516,463371,553818,574132,123336,457376,542555,218375,837804,887135,5242652,5520515,2443594,3821315,4718442,1127722,1625980,0,5204331,4802667,7097531,2487130,4804295,426057,459379,162964,2388874,3061010,0,0,0,0,0,0,0,0,0,0,258793,0,115397,221944,40241,806634,739417,918225,1308001,393078,592865,374999,0,431604,1010372,159670,132211
I679.5123R6.69_CyanoAq_X_RP,1091541,865312,1025178,14650,16810,24692,139877,207396,122865,710901,579474,644035,9751,0,0,0,0,4654,3331,0,86108,73924,4691082,212205,45319,8479,153924,45698,55944,20155,4544,121331,30984,2761,253412,7114,0,19003,1308,0,3242,0,14991,3527,3931,6584,15089,1332,40550,1478,15579,0,4527,1570,0,0,0,0,0,4073
I801.3309R6.22_CyanoAq_X_RP,0,28397,27692,0,0,0,12591,14485,5030,0,20005,138569,281590,1367746,195301,1952,9282,0,0,10225,58375,5897,0,0,0,11214,0,0,13477,159279,77332,65395,6480,0,0,0,0,0,0,1924652,180879,0,0,688357,485494,46183,244017,279677,516471,352788,423134,57837,1902829,499247,4256027,373370,501592,160297,228718,10072
I802.3342R6.22_CyanoAq_X_RP,959,10107,7277,0,1286,963,2030,0,2588,0,7443,51286,109335,548797,68879,0,0,0,0,0,14903,1749,0,0,0,0,0,0,0,65861,24202,23993,1899,0,0,0,0,0,0,760274,70707,0,0,294578,181713,7525,103631,106970,227494,157965,158050,15268,744360,210959,1748042,143143,182708,56374,89492,4667
I84.045R12.12_HILICPos_X_HILICPos,20210894,10238138,11940324,50066336,69306120,45148568,25675934,39972312,30945888,24409828,28388512,44668800,10668490,13944446,12487298,9012780,7622298,10972541,7660577,8474437,7423884,6423780,6001607,4910630,4424713,6183790,7010299,10746960,17573274,23565698,18412446,16103585,8043476,6949913,2328822,1597913,1743080,5298966,1335486,55782388,48003564,5310660,2189503,11480160,13242331,10334090,14843804,12729415,29103490,47151404,28425432,16620641,24085210,23715834,10082537,18604696,19890802,18356106,25779594,12588462
I87.0446R10.14_HILICPos_X_HILICPos,598592,265085,332367,7469520,6656681,2993953,1786075,1812326,1569324,3231644,1888638,1906669,509340,35232292,33134544,5560044,6757838,3555467,2549908,4021801,2955143,3861831,2553156,11857654,3520375,8819609,8368550,15758775,30476584,31277834,30437972,14724504,13164505,198189,0,0,0,0,0,10873627,3937392,465173,288909,743762,1186682,906503,994800,995942,55639228,101292672,10406708,8579468,8376009,9722757,4313553,4222748,7948534,17001220,31723940,17345850
I93.0578R5.36_HILICPos_X_HILICPos,4285344,4087373,6454795,7463596,7846084,5565122,3174526,3536879,3181039,4289343,3736717,7008395,9000582,8766864,9404696,1251746,1637867,1104642,3028752,1291640,3199365,1452299,810933,1623881,1288871,1522109,1154554,1446303,10525389,10828320,10094192,8632190,8657648,265547,189927,222208,300594,419190,0,13052185,9867657,2181800,388781,12854465,11173026,10800189,13366123,9739295,10574227,12936617,6910228,6881720,8321112,15566095,14546336,7749131,8772386,10692019,6977861,3704930
I96.0449R5.35_HILICPos_X_HILICPos,10045877,9659902,14443067,16883752,21930432,13837853,7001037,8152911,7908953,10529297,9599124,15755951,24840912,20170086,23484470,3639468,1578493,3549829,8790182,3665354,7101501,1991690,2218409,3191500,3364544,4487930,3578041,2958744,27117340,29252192,27925462,19997170,22799418,1227811,777582,736869,996317,881822,0,23265320,19474416,4400470,1495794,36094236,26065340,28101736,36762388,26741412,27464040,33766856,15303466,17387730,19056888,40164232,39485856,22135436,19059962,27964974,19602664,11133126
Inosine_X_HILICNeg,10355921,10698517,32147680,22777682,23717548,19569308,10860852,12237984,11550357,19623072,13888115,19912644,16675680,17572524,25366262,5112266,3863328,5457766,26253870,5900567,12812178,10642104,2747835,3540994,4389475,4456319,4159273,4084728,5957217,9458337,7706274,6333461,9458788,0,559609,0,1934331,818029,0,17810244,3549289,1429045,0,32630586,14553204,21463952,21931284,10706850,9771129,27378008,6200679,6325232,25066078,96577424,61134804,10493903,14213551,57123392,12851038,6263581
Inosine_X_HILICPos,7032253,4988261,15838003,15851678,14219405,8913747,7674962,8549576,7763519,10886476,6821736,11692371,8950869,12814064,15323221,2580820,3085827,3918052,14949555,2521115,10266896,5746994,1473517,2666534,2379285,1996758,1776830,2877466,3424828,4823172,2936226,5342066,5173752,615041,1574415,506050,2755563,1887027,165873,31608500,7296477,2796367,539226,18461092,9328578,12143834,12035987,4755115,5361515,15429829,5148783,3754376,19769956,62521448,34625832,4154341,11713780,33961820,6863541,3513275
Isethionic Acid_X_HILICNeg,124778920,117190072,188534176,179456320,184353760,173244736,94763656,103621976,87896624,110631352,102924728,185462528,596919360,905585792,1196197632,525170368,339538656,379877376,489452192,623697024,318709568,329130048,358370272,479859168,488022528,786190464,484527744,356287488,948040832,1047988160,1050514112,617383808,773814400,21285080,70579096,16847010,45033144,34144072,6788756,1083960704,1226848512,273765216,70733880,1379171584,470948032,550098560,1353357312,892235712,2018888832,2653969920,870111104,1267877632,725347648,1478421504,1564287744,1031773440,724850880,1499630720,769139840,421097920
Kynurenine_X_HILICPos,0,0,0,0,0,0,0,0,0,0,0,0,1314322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104539752,4323028,0,0,6242790,1353853,970085,2187824,2288594,0,0,0,0,0,490740,0,0,0,0,0,0
Kynurenine_X_RP,57031,25161,33421,52809,41450,47691,0,20730,22528,27424,18622,66828,12161,25074,34070,3247,7686,13347,29442,16055,27223,87977,22585,40381,13091,0,0,14077,13937,8164,4100,12950,12575,0,0,0,5846,0,0,0,82426,95050,0,14170,12039,17556,17304,3461,13954,31259,9954,11133,41211,45111,47564,6643,11099,52344,16744,12186
L-Pyroglutamic acid_X_HILICNeg,34025300,34668516,40908868,85537032,42397400,39400108,27099066,24817186,44553264,130566952,92125800,108013960,155139520,136605760,201054944,56748432,75927192,87998416,138341984,149609264,163965840,465835808,65663520,124906096,92310160,79264448,78224008,96572472,169553216,79466640,99714480,68248496,199801296,8778435,7721313,9546934,9515425,15656678,12011516,54134668,48729480,17506698,11607267,191567440,192554240,250037472,150882448,91209984,106278376,302908992,61391220,90068760,132104808,298415488,296238720,98552832,102125664,311414912,173854432,149348144
Lysine_X_HILICPos,5760108,4159088,4991738,13384064,13708162,10057235,6659020,8186779,7168008,5963102,7347111,8837002,5515275,6974462,5986317,3240940,3248977,4018638,5243759,4153959,6656027,5810453,2369645,3469169,2343730,2261822,2067341,5153444,4872468,4963676,4044856,5505471,3403738,1922703,0,0,2785787,1292656,424637,62785956,40267792,6502186,1519284,8723494,8398143,6907419,8713068,4537486,7192426,8788184,8293613,4695006,13752396,10680643,9149458,4993547,8742039,9805909,6322452,2836152
Malic Acid_X_HILICNeg,16492377,6030729,6742055,42734924,52956224,28994124,26777932,27928404,25052022,24243400,16472768,19398334,12810381,22301566,13463321,9216938,16101167,13244726,9012868,7723365,11654381,8736846,5649111,13606771,5861196,7367788,6536359,25712070,12592668,10842429,7872135,19354634,10506398,12490731,7316355,2000357,2181236,13739057,3464852,176959584,76667520,3969122,2428786,16457746,37946620,15775057,23485032,11114364,23523268,36165364,20654058,9111714,33537940,23389330,13214874,11141391,29892456,16415229,15264668,9570666
Methionine Sulfoxide_X_HILICPos,827862,245987,333104,1621590,1603003,882361,649462,847989,1159902,1872299,335726,333451,3838089,427906,439556,357169,363345,158967,332278,466492,1708916,2808927,1015924,650037,1060162,322747,1200460,1491095,1328599,1495535,641505,1348704,2046904,0,0,0,238188,0,0,4318754,1618485,1450599,0,2342517,1354695,3293563,1246190,831007,1434743,3599190,2268697,2095666,2430985,4474274,2967353,1512356,1882572,2285730,827993,623219
Methionine_X_HILICPos,6383285,1223957,11658279,21237350,30819826,18509182,6608687,10978926,7265442,10302783,7529092,15299522,845180,16780384,12648266,4593092,5377746,6141246,12908932,14727146,5326241,1252456,419638,1260840,0,3541287,1705366,2495426,1977617,2885756,5369050,6867989,12376,1498952,2540477,1361563,3879046,4186050,634438,157022800,68090352,17995714,3594759,16314058,9157322,3062428,26153960,15982277,14281858,13763471,4225181,2292800,15188512,23596960,16570334,6119791,6154301,20986106,15109886,5190818
N-acetyltaurine_X_HILICNeg,249158,150977,372431,1328409,1564515,1750394,86217,73753,120796,95824,174997,549670,1250433,261341,693122,5947520,4269628,92870,328520,723048,1172369,1236446,1161754,0,0,831583,758181,0,665110,721648,511835,0,397831,0,0,0,0,0,0,2958415,1359901,0,0,2163306,671634,953787,2759590,1382058,2749281,4743792,670040,1013371,567114,3300956,3933678,2170279,932642,1595303,1133235,395215
N(e)-Acetyl-Lysine_X_HILICPos,12298060,7691323,8880712,2231510272,2646476544,2035480960,80558728,86227520,80823528,50739448,56496808,68592656,0,0,0,0,0,0,0,0,1797016,0,0,271210,0,0,0,605118,0,0,0,0,0,0,0,0,0,0,0,13980066,7782846,1236669,530781,747325,1093831,1195913,830470,0,0,2725534,0,0,2169275,0,1228135,0,0,0,0,0
NAD_X_HILICNeg,59316,0,53043,320364,416689,164061,326740,514400,395960,171621,129792,108329,444207,0,60575,609554,179912,36150,23730,126175,36782,76678,203015,0,0,232872,115128,32869,360936,574149,479898,121057,28405,0,0,0,0,0,0,0,0,0,0,83763,247376,153952,327971,555636,403021,267362,141605,33502,238363,121455,258773,308319,204374,25940,712440,99771
Ornithine_X_HILICPos,850823,181362,606531,2542695,2589694,942627,1078397,1853407,1023542,1271553,863739,641304,604247,465238,181029,325183,500613,559034,112494,0,2329252,4834487,222125,1757344,188573,51173,108294,871741,1142050,345819,253526,1032342,125411,0,0,0,0,0,0,1238276,783767,324912,255524,310422,2266704,406641,360228,184499,492937,816802,1070082,293224,1774546,823061,271425,315721,1192823,425211,359779,0
Propionyl-L-carnitine_X_HILICPos,41293084,43660012,64189944,39412752,33567252,29557200,28235096,28568144,27831532,42067000,43050760,44174020,14751142,11083582,8779842,7484189,7676856,3796849,10323491,8145456,12359381,9503930,9432958,5618329,4026405,5066931,5282776,4140570,5446406,9624044,9526909,5865324,9864589,0,0,0,0,0,0,28548968,26547672,3592312,0,24674932,13884194,14221335,18012938,13285816,17077176,24427368,9612525,9184071,11093962,27443500,28818450,13852102,11825361,18389402,19759132,7271878
Sarcosine_X_HILICPos,1076632,838187,866572,3374912,2642974,1809426,1011897,795581,621908,4706087,2360929,1248322,1276022,1145567,515554,1112782,1787115,1496537,4525583,1609596,4413796,2804759,1345911,1107973,1101630,989389,978465,1850153,1095253,1726892,1153218,2611763,3679366,1802150,968507,617523,714233,0,0,50493400,34579540,4762002,1531729,7192698,3502253,2423791,1392770,942579,1444671,3757670,2390800,1493166,801476,8789047,11895831,1137137,1606842,712028,998460,421417
Serine_X_HILICPos,1175276,449300,839447,2789205,3225274,1637197,1163161,2025563,1618161,1427331,1260831,1713585,550258,339530,473176,283361,198270,237061,262414,201472,979249,3158043,225021,491110,113707,17492,148451,300233,642470,721443,249597,565306,197515,2258323,790322,421934,593792,2210262,657114,32390840,21390828,3338143,1383904,780552,927901,626292,756298,319682,801591,910704,608177,405392,734384,1059693,408004,379191,506434,655779,462138,216608
