MassFeature,FinalBMIS,Orig_RSD,FinalRSD,Area,runDate,type,SampID,replicate,Adjusted_Area,Run.Cmpd,Column,Rank,RankPercent
Deoxyadenosine,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.255047550388743,0.1765051013425569,3938663,170413,Smp,KM1513-15m_B,B,3416047.4789589737,170413_Smp_KM1513-15m_B Deoxyadenosine,RP,18,0.8
Glutathione Disulfide,"Pyridoxal, D3",0.6672759216234156,0.5655414546622515,93102,170413,Smp,KM1513-15m_B,B,255650.4489541466,170413_Smp_KM1513-15m_B Glutathione Disulfide,RP,70,0.2222222222222222
I130.1592R4.02_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.3900205316220178,0.26032986070712577,0,170413,Smp,KM1513-15m_B,B,NA,170413_Smp_KM1513-15m_B I130.1592R4.02_CyanoAq,RP,90,0
I132.1021R0.87_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.35305394088682823,0.20923818229903596,205083056,170413,Smp,KM1513-15m_B,B,177870880.65823403,170413_Smp_KM1513-15m_B I132.1021R0.87_CyanoAq,RP,1,0.9888888888888889
I136.0619R0.89_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.2679290265332057,0.16766520179298552,25564804,170413,Smp,KM1513-15m_B,B,22172646.975453418,170413_Smp_KM1513-15m_B I136.0619R0.89_CyanoAq,RP,6,0.9333333333333333
I137.0459R1.05_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.2908416517549794,0.195761288740383,10425242,170413,Smp,KM1513-15m_B,B,9041931.653364914,170413_Smp_KM1513-15m_B I137.0459R1.05_CyanoAq,RP,13,0.8555555555555556
I137.0459R1.2_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.2908416517549794,0.195761288740383,10425242,170413,Smp,KM1513-15m_B,B,9041931.653364914,170413_Smp_KM1513-15m_B I137.0459R1.2_CyanoAq,RP,13,0.8555555555555556
I146.0601R1.92_CyanoAq,Inj_vol,0.15135173708572083,0.15135173708572083,858268,170413,Smp,KM1513-15m_B,B,804626.25,170413_Smp_KM1513-15m_B I146.0601R1.92_CyanoAq,RP,47,0.47777777777777775
I152.0567R0.9_CyanoAq,"Pyridoxal, D3",0.3010495960654766,0.18339455527546245,95792808,170413,Smp,KM1513-15m_B,B,263039186.8249701,170413_Smp_KM1513-15m_B I152.0567R0.9_CyanoAq,RP,2,0.9777777777777777
I152.0568R1.08_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.23173443445247618,0.17147501893673828,2701721,170413,Smp,KM1513-15m_B,B,2343233.5315056196,170413_Smp_KM1513-15m_B I152.0568R1.08_CyanoAq,RP,28,0.6888888888888889
I152.1282R1.07_CyanoAq,"Tryptamine Hydrochloride, D4",0.982980475880938,0.7589370336776444,30939,170413,Smp,KM1513-15m_B,B,77405.73091389485,170413_Smp_KM1513-15m_B I152.1282R1.07_CyanoAq,RP,79,0.12222222222222223
I162.0776R1.13_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.22279236821899415,0.17880205619131181,874382,170413,Smp,KM1513-15m_B,B,758361.5116975241,170413_Smp_KM1513-15m_B I162.0776R1.13_CyanoAq,RP,46,0.48888888888888893
I166.0864R1.12_CyanoAq,"L-Phenylalanine, D8",0.31044537207448153,0.11909249659656053,49639888,170413,Smp,KM1513-15m_B,B,53064340.68428132,170413_Smp_KM1513-15m_B I166.0864R1.12_CyanoAq,RP,4,0.9555555555555556
I168.0517R1.05_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.31381539968302763,0.2290251799589643,4719285,170413,Smp,KM1513-15m_B,B,4093089.870024143,170413_Smp_KM1513-15m_B I168.0517R1.05_CyanoAq,RP,15,0.8333333333333334
I175.0789R1_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.2339597806831826,0.1888794048781309,1119978,170413,Smp,KM1513-15m_B,B,971369.7321627957,170413_Smp_KM1513-15m_B I175.0789R1_CyanoAq,RP,40,0.5555555555555556
I182.0674R1.17_CyanoAq,"Thiamine Hydrochloride, 13C3",0.5234392526964777,0.3341619342927705,4645395,170413,Smp,KM1513-15m_B,B,2880345.0438025915,170413_Smp_KM1513-15m_B I182.0674R1.17_CyanoAq,RP,16,0.8222222222222222
I190.1439R0.83_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.3766280447632569,0.288309889505163,120185,170413,Smp,KM1513-15m_B,B,104237.82543941544,170413_Smp_KM1513-15m_B I190.1439R0.83_CyanoAq,RP,68,0.24444444444444446
I196.0831R1.52_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.29573926834867814,0.21894878758773256,3483535,170413,Smp,KM1513-15m_B,B,3021309.757807497,170413_Smp_KM1513-15m_B I196.0831R1.52_CyanoAq,RP,22,0.7555555555555555
I203.1392R1.16_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.2788010558843748,0.15680956919609118,10674014,170413,Smp,KM1513-15m_B,B,9257694.454964234,170413_Smp_KM1513-15m_B I203.1392R1.16_CyanoAq,RP,12,0.8666666666666667
I204.1596R0.89_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.26822699872429745,0.21131662678697005,329777,170413,Smp,KM1513-15m_B,B,286019.3648120323,170413_Smp_KM1513-15m_B I204.1596R0.89_CyanoAq,RP,62,0.3111111111111111
I206.0675R2.59_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.3457532338911127,0.2277192833629774,173705,170413,Smp,KM1513-15m_B,B,150656.3337184645,170413_Smp_KM1513-15m_B I206.0675R2.59_CyanoAq,RP,66,0.2666666666666667
I221.0844R0.89_CyanoAq,"Pyridoxal, D3",0.3447598639093561,0.21053012050699688,788926,170413,Smp,KM1513-15m_B,B,2166326.030499872,170413_Smp_KM1513-15m_B I221.0844R0.89_CyanoAq,RP,52,0.4222222222222223
I229.1549R0.89_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.2526661465116872,0.2068337002656277,91723,170413,Smp,KM1513-15m_B,B,79552.40722868496,170413_Smp_KM1513-15m_B I229.1549R0.89_CyanoAq,RP,71,0.21111111111111114
I237.1235R1.65_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.19506056736138824,0.10471413025167531,3225841,170413,Smp,KM1513-15m_B,B,2797808.8035387886,170413_Smp_KM1513-15m_B I237.1235R1.65_CyanoAq,RP,24,0.7333333333333334
I240.1092R0.94_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.35713348715032345,0.3383959308657165,761751,170413,Smp,KM1513-15m_B,B,660675.3568773153,170413_Smp_KM1513-15m_B I240.1092R0.94_CyanoAq,RP,53,0.4111111111111111
I241.0297R0.89_CyanoAq,"Pyridoxal, D3",0.3422374975895394,0.20778926856695878,132684,170413,Smp,KM1513-15m_B,B,364339.37153908605,170413_Smp_KM1513-15m_B I241.0297R0.89_CyanoAq,RP,67,0.25555555555555554
I245.1588R2.3_CyanoAq,"Indole 3 Acetic Acid, D5",0.3034663408122623,0.23106081338557385,32917,170413,Smp,KM1513-15m_B,B,25975.66312711069,170413_Smp_KM1513-15m_B I245.1588R2.3_CyanoAq,RP,78,0.1333333333333333
I245.1861R2.33_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.16755274020381689,0.1236741077148628,4477364,170413,Smp,KM1513-15m_B,B,3883269.019101575,170413_Smp_KM1513-15m_B I245.1861R2.33_CyanoAq,RP,17,0.8111111111111111
I245.1862R2.58_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.15582473452598158,0.11820199678125423,3659069,170413,Smp,KM1513-15m_B,B,3173552.4041500716,170413_Smp_KM1513-15m_B I245.1862R2.58_CyanoAq,RP,20,0.7777777777777778
I248.9764R0.9_CyanoAq,"Tryptamine Hydrochloride, D4",0.6926524781996977,0.36734225322535163,239298,170413,Smp,KM1513-15m_B,B,598695.3875766253,170413_Smp_KM1513-15m_B I248.9764R0.9_CyanoAq,RP,64,0.28888888888888886
I252.1093R1.15_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.255047550388743,0.1765051013425569,3938663,170413,Smp,KM1513-15m_B,B,3416047.4789589737,170413_Smp_KM1513-15m_B I252.1093R1.15_CyanoAq,RP,18,0.8
I260.1131R1.01_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.2593164829477781,0.150437379818695,14035930,170413,Smp,KM1513-15m_B,B,12173522.662727078,170413_Smp_KM1513-15m_B I260.1131R1.01_CyanoAq,RP,10,0.8888888888888888
I261.1311R1.29_CyanoAq,Inj_vol,0.20744547036437327,0.20744547036437327,9178387,170413,Smp,KM1513-15m_B,B,8604737.8125,170413_Smp_KM1513-15m_B I261.1311R1.29_CyanoAq,RP,14,0.8444444444444444
I263.1426R2.13_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.28103436515413194,0.2658500969990943,887862,170413,Smp,KM1513-15m_B,B,770052.8699113055,170413_Smp_KM1513-15m_B I263.1426R2.13_CyanoAq,RP,45,0.5
I268.1042R1.02_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.26432730817571704,0.1892879321814195,28849294,170413,Smp,KM1513-15m_B,B,25021322.727647997,170413_Smp_KM1513-15m_B I268.1042R1.02_CyanoAq,RP,5,0.9444444444444444
I268.1042R1.29_CyanoAq,"L-Phenylalanine, D8",0.40260279500350127,0.1669002153714067,1508912,170413,Smp,KM1513-15m_B,B,1613005.6625147967,170413_Smp_KM1513-15m_B I268.1042R1.29_CyanoAq,RP,34,0.6222222222222222
I269.0882R1.02_CyanoAq,"Pyridoxal, D3",0.4566179957819502,0.19535891659168828,948929,170413,Smp,KM1513-15m_B,B,2605681.133333434,170413_Smp_KM1513-15m_B I269.0882R1.02_CyanoAq,RP,43,0.5222222222222221
I271.1291R0.87_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.38837386532155327,0.3224432267442583,562204,170413,Smp,KM1513-15m_B,B,487605.96092142205,170413_Smp_KM1513-15m_B I271.1291R0.87_CyanoAq,RP,58,0.3555555555555555
I279.1706R4.12_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.15327592651183794,0.11472453125242121,3705123,170413,Smp,KM1513-15m_B,B,3213495.5652166507,170413_Smp_KM1513-15m_B I279.1706R4.12_CyanoAq,RP,19,0.7888888888888889
I283.0872R1.5_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.2973575227255124,0.19520178177524392,189977,170413,Smp,KM1513-15m_B,B,164769.22547326057,170413_Smp_KM1513-15m_B I283.0872R1.5_CyanoAq,RP,65,0.2777777777777778
I284.0992R1.08_CyanoAq,"L-Phenylalanine, D8",0.3120820282411874,0.1584175917158228,3633100,170413,Smp,KM1513-15m_B,B,3883732.697786556,170413_Smp_KM1513-15m_B I284.0992R1.08_CyanoAq,RP,21,0.7666666666666666
I284.2193R6.29_CyanoAq,Inj_vol,0.1484172777576697,0.1484172777576697,3002,170413,Smp,KM1513-15m_B,B,2814.375,170413_Smp_KM1513-15m_B I284.2193R6.29_CyanoAq,RP,86,0.0444444444444444
I285.1447R0.91_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.24888052214517817,0.17132920782449673,14583809,170413,Smp,KM1513-15m_B,B,12648704.387267759,170413_Smp_KM1513-15m_B I285.1447R0.91_CyanoAq,RP,9,0.9
I285.1447R1.14_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.25656731809778976,0.17331880657620624,66030340,170413,Smp,KM1513-15m_B,B,57268869.28173441,170413_Smp_KM1513-15m_B I285.1447R1.14_CyanoAq,RP,3,0.9666666666666667
I285.6464R1_CyanoAq,"Pyridoxal, D3",0.31947488635582116,0.19048295036301668,849257,170413,Smp,KM1513-15m_B,B,2331990.0037319465,170413_Smp_KM1513-15m_B I285.6464R1_CyanoAq,RP,49,0.4555555555555556
I288.2032R0.91_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.246764348611301,0.2306719081059544,1726491,170413,Smp,KM1513-15m_B,B,1497405.395687663,170413_Smp_KM1513-15m_B I288.2032R0.91_CyanoAq,RP,32,0.6444444444444444
I293.2112R9.77_CyanoAq,Inj_vol,0.18823297256237712,0.18823297256237712,2503075,170413,Smp,KM1513-15m_B,B,2346632.8125,170413_Smp_KM1513-15m_B I293.2112R9.77_CyanoAq,RP,29,0.6777777777777778
I293.2113R9.66_CyanoAq,Inj_vol,0.15900509467392424,0.15900509467392424,2837289,170413,Smp,KM1513-15m_B,B,2659958.4375,170413_Smp_KM1513-15m_B I293.2113R9.66_CyanoAq,RP,27,0.7
I294.1814R1.08_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.2623188046519035,0.1732830258796025,1010448,170413,Smp,KM1513-15m_B,B,876373.1101186207,170413_Smp_KM1513-15m_B I294.1814R1.08_CyanoAq,RP,42,0.5333333333333333
I295.1291R1.78_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.1911806772513858,0.11092837348620183,1687324,170413,Smp,KM1513-15m_B,B,1463435.4085096824,170413_Smp_KM1513-15m_B I295.1291R1.78_CyanoAq,RP,33,0.6333333333333333
I295.1654R2.4_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.20949974744474462,0.15143041518623404,1115796,170413,Smp,KM1513-15m_B,B,967742.6357199149,170413_Smp_KM1513-15m_B I295.1654R2.4_CyanoAq,RP,41,0.5444444444444445
I295.1655R2.58_CyanoAq,Inj_vol,0.14640825606842123,0.14640825606842123,1197275,170413,Smp,KM1513-15m_B,B,1122445.3125,170413_Smp_KM1513-15m_B I295.1655R2.58_CyanoAq,RP,38,0.5777777777777777
I295.1655R2.81_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.15513413920450425,0.14885306136441862,749717,170413,Smp,KM1513-15m_B,B,650238.1310060507,170413_Smp_KM1513-15m_B I295.1655R2.81_CyanoAq,RP,54,0.4
I296.6058R1.22_CyanoAq,"Pyridoxal, D3",0.3283398394045402,0.16085436683327292,852912,170413,Smp,KM1513-15m_B,B,2342026.333681114,170413_Smp_KM1513-15m_B I296.6058R1.22_CyanoAq,RP,48,0.4666666666666667
I297.1885R5.9_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.21737522947061463,0.18550026026323468,841358,170413,Smp,KM1513-15m_B,B,729719.4186966401,170413_Smp_KM1513-15m_B I297.1885R5.9_CyanoAq,RP,50,0.4444444444444444
I298.0971R2.1_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.2140066585848667,0.20373257612591714,2399180,170413,Smp,KM1513-15m_B,B,2080836.261078643,170413_Smp_KM1513-15m_B I298.0971R2.1_CyanoAq,RP,30,0.6666666666666667
I299.1967R2.47_CyanoAq,Inj_vol,0.23874598956256698,0.23874598956256698,0,170413,Smp,KM1513-15m_B,B,NA,170413_Smp_KM1513-15m_B I299.1967R2.47_CyanoAq,RP,90,0
I303.1553R0.89_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.23920746722886999,0.20320165517613845,13877287,170413,Smp,KM1513-15m_B,B,12035929.77392078,170413_Smp_KM1513-15m_B I303.1553R0.89_CyanoAq,RP,11,0.8777777777777778
I305.1573R1.6_CyanoAq,Inj_vol,0.24963366735789846,0.24963366735789846,3108973,170413,Smp,KM1513-15m_B,B,2914662.1875,170413_Smp_KM1513-15m_B I305.1573R1.6_CyanoAq,RP,26,0.7111111111111111
I306.4913R3.77_CyanoAq,"L-Tryptophan, D3",0.5248786422137514,0.4451564559977767,1842,170413,Smp,KM1513-15m_B,B,1888.1538939209836,170413_Smp_KM1513-15m_B I306.4913R3.77_CyanoAq,RP,87,0.033333333333333326
I310.14R1.31_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.22085317616464875,0.11940595871301676,410632,170413,Smp,KM1513-15m_B,B,356145.831308716,170413_Smp_KM1513-15m_B I310.14R1.31_CyanoAq,RP,61,0.3222222222222222
I311.1239R1.4_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.2620651481570707,0.19739232709973095,606984,170413,Smp,KM1513-15m_B,B,526444.1672131974,170413_Smp_KM1513-15m_B I311.1239R1.4_CyanoAq,RP,57,0.3666666666666667
I313.1548R4.98_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.15955405303979858,0.14139432550172298,910934,170413,Smp,KM1513-15m_B,B,790063.4794594039,170413_Smp_KM1513-15m_B I313.1548R4.98_CyanoAq,RP,44,0.5111111111111111
I321.2427R9.33_CyanoAq,Inj_vol,0.10480728411412424,0.10480728411412424,2021353,170413,Smp,KM1513-15m_B,B,1895018.4375,170413_Smp_KM1513-15m_B I321.2427R9.33_CyanoAq,RP,31,0.6555555555555556
I322.1877R1.19_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.2614323288308559,0.21201139918174053,836198,170413,Smp,KM1513-15m_B,B,725244.0916652519,170413_Smp_KM1513-15m_B I322.1877R1.19_CyanoAq,RP,51,0.43333333333333335
I325.1761R2.97_CyanoAq,"Indole 3 Acetic Acid, D5",0.2557747727787715,0.2512617242513918,731320,170413,Smp,KM1513-15m_B,B,577103.6837536406,170413_Smp_KM1513-15m_B I325.1761R2.97_CyanoAq,RP,55,0.38888888888888884
I329.1346R2.89_CyanoAq,"Indole 3 Acetic Acid, D5",0.21675213253076706,0.2123152615343063,482899,170413,Smp,KM1513-15m_B,B,381068.1941980929,170413_Smp_KM1513-15m_B I329.1346R2.89_CyanoAq,RP,60,0.33333333333333337
I329.1347R0.88_CyanoAq,"Pyridoxal, D3",0.414847170389428,0.3270205497128277,1463383,170413,Smp,KM1513-15m_B,B,4018329.5841320907,170413_Smp_KM1513-15m_B I329.1347R0.88_CyanoAq,RP,36,0.6
I329.2073R2.82_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.2574208455373912,0.225716434571418,0,170413,Smp,KM1513-15m_B,B,NA,170413_Smp_KM1513-15m_B I329.2073R2.82_CyanoAq,RP,90,0
I340.2597R6.69_CyanoAq,Inj_vol,0.1767566076042363,0.1767566076042363,82081,170413,Smp,KM1513-15m_B,B,76950.9375,170413_Smp_KM1513-15m_B I340.2597R6.69_CyanoAq,RP,72,0.19999999999999996
I340.2597R6.93_CyanoAq,Inj_vol,0.28432195801805954,0.28432195801805954,648663,170413,Smp,KM1513-15m_B,B,608121.5625,170413_Smp_KM1513-15m_B I340.2597R6.93_CyanoAq,RP,56,0.37777777777777777
I340.7615R6.69_CyanoAq,Inj_vol,0.20406703392299982,0.20406703392299982,35641,170413,Smp,KM1513-15m_B,B,33413.4375,170413_Smp_KM1513-15m_B I340.7615R6.69_CyanoAq,RP,76,0.15555555555555556
I345.0462R0.88_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.35315553060141947,0.24866497392537795,517905,170413,Smp,KM1513-15m_B,B,449184.9314323788,170413_Smp_KM1513-15m_B I345.0462R0.88_CyanoAq,RP,59,0.34444444444444444
I345.6642R3.9_CyanoAq,Inj_vol,0.27917416759720504,0.27917416759720504,0,170413,Smp,KM1513-15m_B,B,NA,170413_Smp_KM1513-15m_B I345.6642R3.9_CyanoAq,RP,90,0
I346.1457R4.95_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.20017346978672595,0.19195763201970684,0,170413,Smp,KM1513-15m_B,B,NA,170413_Smp_KM1513-15m_B I346.1457R4.95_CyanoAq,RP,90,0
I347.1452R0.87_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.33907521655287776,0.29928664299336355,3402907,170413,Smp,KM1513-15m_B,B,2951380.1710077366,170413_Smp_KM1513-15m_B I347.1452R0.87_CyanoAq,RP,23,0.7444444444444445
I370.6952R2.68_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.22804037560639281,0.1238510192622748,39651,170413,Smp,KM1513-15m_B,B,34389.76591503317,170413_Smp_KM1513-15m_B I370.6952R2.68_CyanoAq,RP,74,0.1777777777777778
I375.2136R4.1_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.22816998472186828,0.1339393432704319,0,170413,Smp,KM1513-15m_B,B,NA,170413_Smp_KM1513-15m_B I375.2136R4.1_CyanoAq,RP,90,0
I377.1459R4.24_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.21041510941845154,0.15732482230974626,297898,170413,Smp,KM1513-15m_B,B,258370.34341016744,170413_Smp_KM1513-15m_B I377.1459R4.24_CyanoAq,RP,63,0.30000000000000004
I381.1828R4.47_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.1956079893594293,0.1648958201195751,0,170413,Smp,KM1513-15m_B,B,NA,170413_Smp_KM1513-15m_B I381.1828R4.47_CyanoAq,RP,90,0
I404.7398R5.8_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.19694638456307556,0.13764339056470434,0,170413,Smp,KM1513-15m_B,B,NA,170413_Smp_KM1513-15m_B I404.7398R5.8_CyanoAq,RP,90,0
I414.1624R0.94_CyanoAq,"L-Phenylalanine, D8",0.4754705916601771,0.23989768602694878,1131816,170413,Smp,KM1513-15m_B,B,1209895.3530257875,170413_Smp_KM1513-15m_B I414.1624R0.94_CyanoAq,RP,39,0.5666666666666667
I416.178R0.93_CyanoAq,"L-Phenylalanine, D8",0.4078349932325803,0.26321102622543485,3117913,170413,Smp,KM1513-15m_B,B,3333005.0554495538,170413_Smp_KM1513-15m_B I416.178R0.93_CyanoAq,RP,25,0.7222222222222222
I419.6799R6.47_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.27749340012787427,0.21238659593519452,8020,170413,Smp,KM1513-15m_B,B,6955.83775033583,170413_Smp_KM1513-15m_B I419.6799R6.47_CyanoAq,RP,84,0.06666666666666665
I424.2081R2.64_CyanoAq,Inj_vol,0.30202976700990564,0.30202976700990564,39221,170413,Smp,KM1513-15m_B,B,36769.6875,170413_Smp_KM1513-15m_B I424.2081R2.64_CyanoAq,RP,75,0.16666666666666663
I459.2336R3.77_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.48939254312852776,0.3656806780754012,0,170413,Smp,KM1513-15m_B,B,NA,170413_Smp_KM1513-15m_B I459.2336R3.77_CyanoAq,RP,90,0
I470.2256R5.55_CyanoAq,"L-Phenylalanine, D8",0.41258824232491165,0.35827792615027676,5760,170413,Smp,KM1513-15m_B,B,6157.358822837401,170413_Smp_KM1513-15m_B I470.2256R5.55_CyanoAq,RP,85,0.05555555555555558
I511.2407R3.6_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.15932152545695985,0.15747141387957456,35020,170413,Smp,KM1513-15m_B,B,30373.246635506326,170413_Smp_KM1513-15m_B I511.2407R3.6_CyanoAq,RP,77,0.1444444444444445
I548.2723R4.91_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.15605175027949936,0.13987870408258257,0,170413,Smp,KM1513-15m_B,B,NA,170413_Smp_KM1513-15m_B I548.2723R4.91_CyanoAq,RP,90,0
I567.4317R6.29_CyanoAq,"Thiamine Hydrochloride, 13C3",0.23108342606841437,0.2157411046146459,1136,170413,Smp,KM1513-15m_B,B,704.3689438163481,170413_Smp_KM1513-15m_B I567.4317R6.29_CyanoAq,RP,89,0.011111111111111072
I575.1679R5.3_CyanoAq,Inj_vol,0.43668285964281506,0.43668285964281506,22577,170413,Smp,KM1513-15m_B,B,21165.9375,170413_Smp_KM1513-15m_B I575.1679R5.3_CyanoAq,RP,82,0.0888888888888889
I577.1657R5.3_CyanoAq,Inj_vol,0.30888539155542055,0.30888539155542055,26049,170413,Smp,KM1513-15m_B,B,24420.9375,170413_Smp_KM1513-15m_B I577.1657R5.3_CyanoAq,RP,80,0.11111111111111116
I589.2805R5.44_CyanoAq,"Thiamine Hydrochloride, 13C3",0.4613861713568326,0.3210743504702451,0,170413,Smp,KM1513-15m_B,B,NA,170413_Smp_KM1513-15m_B I589.2805R5.44_CyanoAq,RP,90,0
I605.3175R6.37_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.2694143696076648,0.1734460121544688,0,170413,Smp,KM1513-15m_B,B,NA,170413_Smp_KM1513-15m_B I605.3175R6.37_CyanoAq,RP,90,0
I679.5123R6.69_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.2257990228935848,0.21976056249335885,16810,170413,Smp,KM1513-15m_B,B,14579.505309619115,170413_Smp_KM1513-15m_B I679.5123R6.69_CyanoAq,RP,83,0.07777777777777772
I801.3309R6.22_CyanoAq,Inj_vol,0.18826118894657973,0.18826118894657973,0,170413,Smp,KM1513-15m_B,B,NA,170413_Smp_KM1513-15m_B I801.3309R6.22_CyanoAq,RP,90,0
I802.3342R6.22_CyanoAq,Inj_vol,0.31131767573055236,0.31131767573055236,1286,170413,Smp,KM1513-15m_B,B,1205.625,170413_Smp_KM1513-15m_B I802.3342R6.22_CyanoAq,RP,88,0.022222222222222254
Kynurenine,"Pyridoxal, D3",0.40750597963803464,0.3340043154803617,41450,170413,Smp,KM1513-15m_B,B,113818.29723474658,170413_Smp_KM1513-15m_B Kynurenine,RP,73,0.18888888888888888
Sulfurol,"Indole 3 Acetic Acid, D5",0.31160503163173314,0.304398243478846,23440,170413,Smp,KM1513-15m_B,B,18497.115280841954,170413_Smp_KM1513-15m_B Sulfurol,RP,81,0.09999999999999998
Tryptophan,"L-Tryptophan, D3",0.2930434519155543,0.1135898520853911,17676684,170413,Smp,KM1513-15m_B,B,18119598.114120927,170413_Smp_KM1513-15m_B Tryptophan,RP,8,0.9111111111111111
Vitamin B3,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.2515774280112314,0.16720059535888077,18497050,170413,Smp,KM1513-15m_B,B,16042703.074794183,170413_Smp_KM1513-15m_B Vitamin B3,RP,7,0.9222222222222223
Vitamin B5,"Tryptamine Hydrochloride, D4",0.36776495175029,0.2630001357704216,0,170413,Smp,KM1513-15m_B,B,NA,170413_Smp_KM1513-15m_B Vitamin B5,RP,90,0
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,98459,170413,Smp,KM1513-15m_C,C,341939.02863881056,170413_Smp_KM1513-15m_C Adenosyl Homocysteine,RP,67,0.23863636363636365
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,1141316,170413,Smp,KM1513-15m_C,C,1102293.0647946538,170413_Smp_KM1513-15m_C Agmatine,RP,36,0.5909090909090908
Allopurinol,"L-Phenylalanine, D8",0.3641373137862282,0.2226406377978596,1482305,170413,Smp,KM1513-15m_C,C,2271134.5059834053,170413_Smp_KM1513-15m_C Allopurinol,RP,33,0.625
Deoxyadenosine,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.255047550388743,0.1765051013425569,2848070,170413,Smp,KM1513-15m_C,C,2640656.4682905534,170413_Smp_KM1513-15m_C Deoxyadenosine,RP,23,0.7386363636363636
Glutathione Disulfide,"Pyridoxal, D3",0.6672759216234156,0.5655414546622515,94271,170413,Smp,KM1513-15m_C,C,327394.4907911853,170413_Smp_KM1513-15m_C Glutathione Disulfide,RP,69,0.21590909090909094
I130.1592R4.02_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.3900205316220178,0.26032986070712577,0,170413,Smp,KM1513-15m_C,C,NA,170413_Smp_KM1513-15m_C I130.1592R4.02_CyanoAq,RP,88,0
